?~??,?a??,?g??,?n??,???O,???O,???h[????],???h[???B?A?s?x??],???h[????],???h[???B?A?s?x??],?j??[????],?j??[???B?A?s?x??],?M??[????],?M??[???B?A?s?x??],????????[????],????????[???B?A?s?x??],???L[????],???L[???B?A?s?x??]
104?~09??,?x?_??,121.5598,25.09108,???L,?k??,76222,390731435,813602,2686305899,2307379,7824672582,954903,3412405451,1175535,3925710030,1040528,3824554289
104?~10??,?x?_??,121.5598,25.09108,???L,?k??,79796,309530976,835350,2674344783,2360709,7586782707,995614,3165264448,1201213,3805356735,1080853,3725790253
104?~11??,?x?_??,121.5598,25.09108,???L,?k??,81098,327656724,866347,2611695311,2434304,7184898208,1003782,3171587134,1221286,3889942988,1091445,3673287810
104?~12??,?x?_??,121.5598,25.09108,???L,?k??,83417,329939381,892635,2871552888,2523795,7939417508,1042214,3483237083,1270765,4084324194,1134409,4124873504
105?~01??,?x?_??,121.5598,25.09108,???L,?k??,81127,300024515,831958,2601937715,2320432,6880372418,988914,3062476020,1172384,3543896797,1063046,3477252518
105?~02??,?x?_??,121.5598,25.09108,???L,?k??,69521,293278358,730853,2133964725,2069360,5778262100,839231,2553163012,1020396,2889485099,898259,2750817782
105?~03??,?x?_??,121.5598,25.09108,???L,?k??,88433,354150088,955248,2845803328,2651567,7651056734,1076937,3314036437,1305216,3966219880,1185944,3837981296
105?~04??,?x?_??,121.5598,25.09108,???L,?k??,81481,339528459,873229,2834091417,2409093,7552025950,973139,3371694883,1169059,3886476408,1052461,4051411542
105?~05??,?x?_??,121.5598,25.09108,???L,?k??,93538,2990631303,912917,13363955780,2381086,21226568355,1017484,7017401800,1138851,5179858953,1040675,9216022671
105?~06??,?x?_??,121.5598,25.09108,???L,?k??,84943,320461758,848662,2618425087,2366758,7212040455,1023416,3110643991,1206260,3697771426,1062042,3646065260
105?~07??,?x?_??,121.5598,25.09108,???L,?k??,91057,346840276,976476,2774641957,2706859,7461629803,1046411,3072605899,1274389,3661229579,1110144,3508891502
105?~08??,?x?_??,121.5598,25.09108,???L,?k??,90360,452723172,949331,3220208602,2625465,8640271991,1029234,3696949232,1237101,4301637236,1088762,4118790688
105?~09??,?x?_??,121.5598,25.09108,???L,?k??,81460,329773669,867417,3018501302,2412426,7781419814,922764,3000963242,1087116,3461442991,966574,3357302034
105?~10??,?x?_??,121.5598,25.09108,???L,?k??,85132,321981341,911365,2597646106,2569075,7250194733,955051,2934160782,1162806,3462183685,955012,3140303330
105?~11??,?x?_??,121.5598,25.09108,???L,?k??,94974,375328256,1008535,3032466241,2834360,8266625165,1105566,3469034801,1287017,4000527903,1093018,3595614224
105?~12??,?x?_??,121.5598,25.09108,???L,?k??,93669,390123293,1002110,3473628509,2813913,8886548913,1086767,4001000933,1262168,4180096167,1079010,3912868202
106?~01??,?x?_??,121.5598,25.09108,???L,?k??,81971,336422889,874889,2897507298,2454939,7467100555,923660,3040775352,1094921,3298461030,849122,2870797826
106?~02??,?x?_??,121.5598,25.09108,???L,?k??,74545,266601223,781010,2253624440,2218216,6090624227,851510,2571172171,1009020,2765881330,802311,2325806735
106?~03??,?x?_??,121.5598,25.09108,???L,?k??,95106,345929961,1044413,3040577893,2984912,8128211062,1107289,3331362708,1347903,3878780109,1121538,3197422955
106?~04??,?x?_??,121.5598,25.09108,???L,?k??,91744,302461892,986096,2735743680,2744852,7350554013,1033444,3064092544,1218576,3552105823,1066423,3188262973
106?~05??,?x?_??,121.5598,25.09108,???L,?k??,104870,2841995234,1146255,14062359553,3019907,23419316060,1072649,6842192013,1258338,5312367005,1045352,10765069772
106?~06??,?x?_??,121.5598,25.09108,???L,?k??,81409,508481783,929939,3572872097,2581017,8533874508,895233,3422374770,1114940,3898411116,822910,3456751676
106?~07??,?x?_??,121.5598,25.09108,???L,?k??,85666,335226333,998913,2942524876,2687306,7608750966,911365,2924205372,1121971,3482893952,826089,2759958047
106?~08??,?x?_??,121.5598,25.09108,???L,?k??,87969,405474453,1020507,2945802056,2763972,8093211027,931094,3322997188,1143809,3614030720,854629,2912433821
106?~09??,?x?_??,121.5598,25.09108,???L,?k??,84051,392869428,982125,3080271591,2682849,8237999374,902837,3262696259,1118539,3691402355,847779,3065120223
106?~10??,?x?_??,121.5598,25.09108,???L,?k??,85066,312722883,1016930,2746518777,2748097,7469488033,907529,2886451416,1135504,3368725976,869600,2754008525
106?~11??,?x?_??,121.5598,25.09108,???L,?k??,90643,417799972,1081504,3453883664,2937669,9367804065,967013,3591795662,1192757,4171629543,970877,3723639929
106?~12??,?x?_??,121.5598,25.09108,???L,?k??,88748,412990887,1063977,3587640972,2884966,9242820617,934301,3533420490,1164734,3983975485,948346,3540368462
107?~01??,?x?_??,121.5598,25.09108,???L,?k??,87179,355968706,1060647,3155359655,2860863,8211146103,911655,3060881081,1150346,3633562797,907096,3097890523
107?~02??,?x?_??,121.5598,25.09108,???L,?k??,74960,330473204,852617,2503035605,2345684,6724858847,780380,2706843564,965984,2930654064,773533,2510465742
107?~03??,?x?_??,121.5598,25.09108,???L,?k??,92843,406779826,1090400,3394732773,3023814,8924941224,1002582,3426226639,1257320,4094843832,986419,3276545287
107?~04??,?x?_??,121.5598,25.09108,???L,?k??,96593,383179061,1162609,3343705937,3083913,8951977599,997611,3441716859,1222258,3915379436,1000234,3323664524
107?~05??,?x?_??,121.5598,25.09108,???L,?k??,162904,9373796807,1758255,43020834441,4261794,67081327581,1371121,15694297451,1540540,10627568690,1467495,28344111607
103?~01??,?x?_??,121.5598,25.09108,??,?k??,9549,12353700,127277,152917344,548804,606965741,248395,267145896,310720,333924104,350157,390282815
103?~02??,?x?_??,121.5598,25.09108,??,?k??,8670,10719295,109313,133845609,475351,528541126,220856,239499680,277787,305723294,307700,348011034
103?~03??,?x?_??,121.5598,25.09108,??,?k??,10672,13198056,135552,161288993,577697,642297571,260018,281938331,326787,352936951,367072,405016372
103?~04??,?x?_??,121.5598,25.09108,??,?k??,10420,14050456,129604,153760302,557458,593009628,250533,259612828,316590,332417968,354495,381304033
103?~05??,?x?_??,121.5598,25.09108,??,?k??,11416,14471026,140950,168399793,595188,652792965,267674,284806706,337348,359151911,378590,412670464
103?~06??,?x?_??,121.5598,25.09108,??,?k??,10268,13430665,133190,161900633,573955,624960546,266799,289792414,338606,369037390,374606,415246699
103?~07??,?x?_??,121.5598,25.09108,??,?k??,10474,14134868,142595,171445750,616941,668868955,283849,303623615,356467,380715791,396592,448015124
103?~08??,?x?_??,121.5598,25.09108,??,?k??,10762,13101480,147863,170182161,639245,674384196,288307,298682849,360825,373707853,405024,427152940
103?~09??,?x?_??,121.5598,25.09108,??,?k??,10947,13280699,139439,159771664,599289,615231872,271741,271137001,342894,342850430,385128,393399560
103?~10??,?x?_??,121.5598,25.09108,??,?k??,11521,13524659,145152,160251405,620523,606922880,279794,271138289,351384,337729763,398401,387061894
103?~11??,?x?_??,121.5598,25.09108,??,?k??,11278,12741753,142932,157789393,612694,610214376,272527,261975750,339699,319036648,387174,374254692
103?~12??,?x?_??,121.5598,25.09108,??,?k??,11946,14004617,154963,176981913,664072,686464566,291408,282268520,360910,343018191,411706,398990343
104?~01??,?x?_??,121.5598,25.09108,??,?k??,11284,13077764,151456,172757578,646874,654472184,280831,259839449,348107,311157624,391757,365774911
104?~02??,?x?_??,121.5598,25.09108,??,?k??,9423,10669545,124802,135879354,547454,539336380,245564,228083342,309909,280807646,345978,322390570
104?~03??,?x?_??,121.5598,25.09108,??,?k??,12144,13673162,152696,167336228,652797,642719481,284762,267327877,353262,327914163,403825,384524643
104?~04??,?x?_??,121.5598,25.09108,??,?k??,11505,12176121,148674,161782610,632915,610027261,273882,251395159,339277,308263946,387212,360130557
104?~05??,?x?_??,121.5598,25.09108,??,?k??,12434,13501581,155686,170729636,660363,650813471,286226,273616743,357759,335158933,410316,394232332
104?~06??,?x?_??,121.5598,25.09108,??,?k??,11971,13586257,153815,168498157,662069,647704275,289301,272554242,362459,338794463,412617,399476927
104?~07??,?x?_??,121.5598,25.09108,??,?k??,12049,14206241,160766,187957918,691834,723028834,302387,297522028,373260,352697642,423723,422745375
104?~08??,?x?_??,121.5598,25.09108,??,?k??,11732,13345257,159149,179371533,681404,697978361,294625,277890371,364883,334423701,415612,398586500
104?~09??,?x?_??,121.5598,25.09108,??,?k??,12135,13423766,158558,171571790,674666,661727572,287196,258255575,357754,312532526,414269,376205615
104?~10??,?x?_??,121.5598,25.09108,??,?k??,12855,14236446,159860,179011011,684821,669552618,291281,265314916,364375,319945356,424139,391028531
104?~11??,?x?_??,121.5598,25.09108,??,?k??,12714,13339750,158624,177492862,677554,663584239,287696,262043062,357389,312182748,418886,390078077
104?~12??,?x?_??,121.5598,25.09108,??,?k??,13552,14521510,176662,207946014,751142,790780988,307953,293595232,380939,345582482,448405,429119022
105?~01??,?x?_??,121.5598,25.09108,??,?k??,15938,15528656,215992,218908169,983688,840369831,426595,333915809,571576,423946150,644833,511789358
105?~02??,?x?_??,121.5598,25.09108,??,?k??,12796,12192031,176062,167787374,818253,703583653,359756,280540287,489526,363533364,550516,440921908
105?~03??,?x?_??,121.5598,25.09108,??,?k??,15617,15218022,209066,207246332,945881,835733800,397200,324828477,532301,418811452,620212,504827819
105?~04??,?x?_??,121.5598,25.09108,??,?k??,14634,14679625,202036,193970805,917154,783750597,386007,312143253,520959,407620738,604588,470230402
105?~05??,?x?_??,121.5598,25.09108,??,?k??,15751,15901936,217552,211480453,979284,851081365,406650,339601329,550725,446712946,642392,516412727
105?~06??,?x?_??,121.5598,25.09108,??,?k??,15839,15861566,217144,216820028,999695,894077977,426500,368047715,584092,493398298,668313,589072406
105?~07??,?x?_??,121.5598,25.09108,??,?k??,15584,15143116,225831,215964505,1022692,882471668,425188,358428298,573174,469830039,656363,531418801
105?~08??,?x?_??,121.5598,25.09108,??,?k??,15605,15289752,227481,215498738,1015479,860021739,409429,333341693,552956,440589845,657098,519505232
105?~09??,?x?_??,121.5598,25.09108,??,?k??,15275,14220705,207987,196630899,911144,777504580,355382,291308312,473475,386330451,581528,459283329
105?~10??,?x?_??,121.5598,25.09108,??,?k??,17106,16805736,228459,220740632,973033,833493434,374617,312640608,498967,409825145,598746,501881789
105?~11??,?x?_??,121.5598,25.09108,??,?k??,18213,17102889,238882,224396102,1038965,866900215,425444,349142728,555980,447627776,657416,543766789
105?~12??,?x?_??,121.5598,25.09108,??,?k??,18820,18208082,264199,253868833,1137862,971822174,446283,379794055,583042,489129193,705326,610012885
106?~01??,?x?_??,121.5598,25.09108,??,?k??,15390,16072748,220680,222358442,957909,862210404,364862,329663657,483055,422283538,589837,523378154
106?~02??,?x?_??,121.5598,25.09108,??,?k??,14365,15300754,207847,207595138,902837,825802441,334633,303424969,450939,406151731,552443,497044934
106?~03??,?x?_??,121.5598,25.09108,??,?k??,18648,19336415,263733,258006717,1107500,972895026,402002,354453797,525822,459476986,673725,583712264
106?~04??,?x?_??,121.5598,25.09108,??,?k??,17460,18246349,250596,233495586,1090736,915402265,416121,348759669,555955,461922443,676456,559769915
106?~05??,?x?_??,121.5598,25.09108,??,?k??,17323,17251463,252161,239537551,1065828,910412212,384181,334145659,513791,433227817,633629,549766931
106?~06??,?x?_??,121.5598,25.09108,??,?k??,15969,16526945,233695,221610041,952580,838252811,319216,289954541,420884,374372734,521315,477188985
106?~07??,?x?_??,121.5598,25.09108,??,?k??,16210,17093322,246332,237325689,1016522,890126310,341274,312327959,452536,398025139,551890,495235652
106?~08??,?x?_??,121.5598,25.09108,??,?k??,17119,17766093,264462,254299081,1072433,940611752,353332,322482911,462181,407411625,570758,515100119
106?~09??,?x?_??,121.5598,25.09108,??,?k??,16902,17130665,254648,245144590,1025063,889283001,336807,303831596,439107,386116346,560442,503125568
106?~10??,?x?_??,121.5598,25.09108,??,?k??,17456,17926597,246538,254820874,1014850,948717082,337185,316662443,451153,414183401,571346,538271101
106?~11??,?x?_??,121.5598,25.09108,??,?k??,17810,18829616,254793,254474332,1025145,922278348,332814,309622075,438762,403021244,568161,529566467
106?~12??,?x?_??,121.5598,25.09108,??,?k??,17684,18790896,269298,267007584,1111009,1008299772,357528,342020242,477875,446989052,618220,590860329
107?~01??,?x?_??,121.5598,25.09108,??,?k??,16319,18093214,252394,270686037,1038128,1010588035,326724,328358489,432684,420255450,510002,515778355
107?~02??,?x?_??,121.5598,25.09108,??,?k??,13490,15141693,205897,205683147,882968,805378526,292002,282461433,397621,367775860,508695,476440354
107?~03??,?x?_??,121.5598,25.09108,??,?k??,18593,20166406,276963,283571451,1124785,1056909133,356675,350623693,474679,444336731,632397,597723072
107?~04??,?x?_??,121.5598,25.09108,??,?k??,17285,17864295,247544,249093854,1038939,943851959,341857,324597704,468766,430912568,607379,554423903
107?~05??,?x?_??,121.5598,25.09108,??,?k??,19714,21301291,277018,282054221,1138265,1044501819,370068,355173804,504738,465131085,658176,607350693
103?~01??,?x?_??,121.5598,25.09108,??,?k??,41396,52052702,367319,427214733,1055254,1098308820,538324,579647463,653898,736313276,660127,767923021
103?~02??,?x?_??,121.5598,25.09108,??,?k??,36622,45363323,323687,367043068,932194,969716449,481432,515054281,576303,649885985,582250,677965382
103?~03??,?x?_??,121.5598,25.09108,??,?k??,43848,54950471,381445,436071283,1082923,1121415536,550592,587444649,664282,748879440,672656,802221378
103?~04??,?x?_??,121.5598,25.09108,??,?k??,41166,50974984,367182,410371735,1046667,1057032854,532076,560754791,645390,717743735,651293,744699667
103?~05??,?x?_??,121.5598,25.09108,??,?k??,45135,56125408,391489,442234654,1107785,1143264044,562065,602238098,681973,763921038,686535,798017837
103?~06??,?x?_??,121.5598,25.09108,??,?k??,43225,53714082,381123,436496829,1094291,1137603094,559977,599882386,680377,770164234,685955,797073782
103?~07??,?x?_??,121.5598,25.09108,??,?k??,45097,56113449,401694,452787413,1159052,1194582322,593116,633094303,716894,804317615,723246,845165342
103?~08??,?x?_??,121.5598,25.09108,??,?k??,45511,55315100,415376,460643304,1184532,1186466932,601472,628346931,719517,782626744,734237,828166779
103?~09??,?x?_??,121.5598,25.09108,??,?k??,44584,52989554,394683,428424052,1130723,1110460610,574806,584353443,688607,738228967,701328,780342918
103?~10??,?x?_??,121.5598,25.09108,??,?k??,46515,53796849,410651,429022643,1171397,1105763993,589150,572880287,704989,725778947,723369,767204146
103?~11??,?x?_??,121.5598,25.09108,??,?k??,45974,51301811,400345,415207104,1133715,1042276127,564037,533166413,673337,663859825,694283,719179368
103?~12??,?x?_??,121.5598,25.09108,??,?k??,48940,54690289,426908,441460020,1202460,1100371795,599726,549104051,709553,668910769,733235,723685844
104?~01??,?x?_??,121.5598,25.09108,??,?k??,45915,49889211,416233,410669080,1170884,1001179477,578834,487476912,682935,584959193,702769,639740956
104?~02??,?x?_??,121.5598,25.09108,??,?k??,40623,42007845,371589,349214696,1055129,896604080,525045,445181118,617018,527926964,642093,581679932
104?~03??,?x?_??,121.5598,25.09108,??,?k??,48210,52352353,426272,417509837,1198482,1044114887,589627,517430750,695643,620000988,718196,667464390
104?~04??,?x?_??,121.5598,25.09108,??,?k??,46646,48410844,411560,398724062,1159551,995115517,567547,496838018,670393,594314073,696081,647617594
104?~05??,?x?_??,121.5598,25.09108,??,?k??,49134,53046258,429100,431892432,1202500,1074091785,587342,528899055,694962,637108713,717749,694446789
104?~06??,?x?_??,121.5598,25.09108,??,?k??,48133,53278517,430110,430962114,1223300,1088377010,602839,541971354,716779,662118501,735744,722212791
104?~07??,?x?_??,121.5598,25.09108,??,?k??,48755,54658339,440622,447278790,1253614,1119974276,612936,549727456,730389,664780013,749029,732078668
104?~08??,?x?_??,121.5598,25.09108,??,?k??,47132,48537921,434517,427728603,1226171,1064951620,596594,511975981,705028,610882474,728551,672983818
104?~09??,?x?_??,121.5598,25.09108,??,?k??,47583,48810026,437024,417699278,1225293,1028880337,590491,491085781,699360,591189356,724678,647272496
104?~10??,?x?_??,121.5598,25.09108,??,?k??,50808,53203107,452641,435723471,1271394,1065242941,609077,506843100,721286,614682277,751209,677266595
104?~11??,?x?_??,121.5598,25.09108,??,?k??,50392,52244912,443478,429445760,1248892,1038536098,596465,488492697,703100,584352335,729809,647090232
104?~12??,?x?_??,121.5598,25.09108,??,?k??,53268,55552561,471568,468444846,1311871,1116018311,618699,501651888,725800,595958683,749633,665924629
105?~01??,?x?_??,121.5598,25.09108,??,?k??,65513,60465573,595736,500892309,1711208,1265929681,824893,603260379,1038105,779025357,934883,755845567
105?~02??,?x?_??,121.5598,25.09108,??,?k??,56435,50282705,526781,429807157,1506815,1100478732,724028,524564403,907899,670483552,822578,645191796
105?~03??,?x?_??,121.5598,25.09108,??,?k??,63851,58504579,570598,495734725,1640372,1264442357,770991,598032041,972772,778083807,890055,729610240
105?~04??,?x?_??,121.5598,25.09108,??,?k??,61208,56645243,566721,477362973,1622915,1232996885,754241,576245527,951444,763803661,872665,704494936
105?~05??,?x?_??,121.5598,25.09108,??,?k??,64935,63681726,595316,520564688,1703106,1325478319,786138,630521667,994277,835165402,913122,774390903
105?~06??,?x?_??,121.5598,25.09108,??,?k??,65177,64569294,603558,541844575,1766405,1439558923,826088,686632752,1066876,940561697,972889,883084518
105?~07??,?x?_??,121.5598,25.09108,??,?k??,65136,64143968,617565,537167195,1773828,1391092480,823135,662561689,1045846,888799966,944630,808690779
105?~08??,?x?_??,121.5598,25.09108,??,?k??,64553,61748696,619969,524751916,1754627,1355939904,791181,623577405,1002933,833261869,955514,797120022
105?~09??,?x?_??,121.5598,25.09108,??,?k??,60365,57236565,560918,485114226,1550650,1225407972,671490,541120041,845272,711588225,819601,687879151
105?~10??,?x?_??,121.5598,25.09108,??,?k??,65342,61568259,597738,524448943,1632280,1309415654,697167,566937598,890963,767849970,828057,724661127
105?~11??,?x?_??,121.5598,25.09108,??,?k??,69799,65843864,618680,535615477,1760595,1365321870,817989,653584734,1029929,870161222,973184,850401937
105?~12??,?x?_??,121.5598,25.09108,??,?k??,72749,71227931,666610,591616520,1862714,1498868005,846377,700853614,1062543,939450858,1015308,929625876
106?~01??,?x?_??,121.5598,25.09108,??,?k??,61116,62112483,573494,532929528,1574977,1324947572,676848,590534126,865294,784922017,793419,754099429
106?~02??,?x?_??,121.5598,25.09108,??,?k??,55840,56340522,528299,492280972,1456510,1231325227,613621,536148316,795870,724875508,730504,694689687
106?~03??,?x?_??,121.5598,25.09108,??,?k??,68691,68214460,626184,570585511,1707277,1419156762,726069,622095397,930336,839579625,902816,838302416
106?~04??,?x?_??,121.5598,25.09108,??,?k??,68274,66211889,633105,562814076,1778333,1410895604,786801,642814914,1017195,879301606,961698,855253966
106?~05??,?x?_??,121.5598,25.09108,??,?k??,66318,66249826,607635,546254909,1658531,1343217959,687535,572812631,901716,783899575,832114,762068064
106?~06??,?x?_??,121.5598,25.09108,??,?k??,58264,59544290,526609,487106473,1388030,1168571181,529755,463073948,707504,630487868,628968,621972029
106?~07??,?x?_??,121.5598,25.09108,??,?k??,59857,60868647,568746,519644905,1496811,1242453450,572040,490411097,765275,673386880,669778,639523035
106?~08??,?x?_??,121.5598,25.09108,??,?k??,62174,64131910,591791,547731081,1545259,1297052297,582221,508259699,771701,689666070,682548,661668939
106?~09??,?x?_??,121.5598,25.09108,??,?k??,60844,62639470,565909,520775395,1475226,1236708522,554614,487741186,738717,664275426,657009,641746442
106?~10??,?x?_??,121.5598,25.09108,??,?k??,63364,66222555,575196,558703966,1519429,1327581129,566504,512693691,763202,705060053,676520,682734131
106?~11??,?x?_??,121.5598,25.09108,??,?k??,62209,65474283,561143,546644415,1476074,1289356889,546904,501046770,737594,702226121,667659,675473451
106?~12??,?x?_??,121.5598,25.09108,??,?k??,64171,69372712,595121,576597017,1579305,1409516311,581916,543243691,788068,763208964,713006,726682125
107?~01??,?x?_??,121.5598,25.09108,??,?k??,58083,65401940,541328,556142288,1434909,1316226086,516054,498135320,704255,695256287,626834,670022129
107?~02??,?x?_??,121.5598,25.09108,??,?k??,52117,57551918,500711,487239363,1344855,1190660923,496921,466586074,673991,645146615,595308,595801582
107?~03??,?x?_??,121.5598,25.09108,??,?k??,65648,72702978,597120,586142642,1578577,1401869791,574517,532685479,778882,742811596,712974,726268623
107?~04??,?x?_??,121.5598,25.09108,??,?k??,62460,67004998,577231,563182063,1547387,1342960573,569140,523090524,780599,739433732,705510,698441659
107?~05??,?x?_??,121.5598,25.09108,??,?k??,69386,74395243,621739,600513463,1648598,1447949850,600980,561066614,819479,797277686,754749,752436861
103?~01??,?x?F??,120.9876,22.98461,??,?k??,38,100352,691,1913972,3497,9975276,2464,7296216,4039,11895859,2648,7485993
103?~02??,?x?F??,120.9876,22.98461,??,?k??,26,73432,437,1127903,2243,5690261,1371,3689891,2226,5965288,1620,4046022
103?~03??,?x?F??,120.9876,22.98461,??,?k??,37,127612,454,1310701,2137,5758682,1349,3918480,2141,6197943,1399,3592386
103?~04??,?x?F??,120.9876,22.98461,??,?k??,34,89006,514,1240588,2262,5943362,1425,3774854,2319,6093021,1503,3691128
103?~05??,?x?F??,120.9876,22.98461,??,?k??,42,134827,536,1520320,2613,6305627,1690,4292808,2543,6486145,1823,4395031
103?~06??,?x?F??,120.9876,22.98461,??,?k??,33,109930,502,1207939,2527,5826689,1561,3577595,2286,5817154,1720,3873473
103?~07??,?x?F??,120.9876,22.98461,??,?k??,26,123204,588,1388241,2773,6367455,1680,3932347,2473,5745833,1851,3926539
103?~08??,?x?F??,120.9876,22.98461,??,?k??,33,133550,652,1367800,2914,6391673,1719,4097861,2693,6144286,1860,3880003
103?~09??,?x?F??,120.9876,22.98461,??,?k??,35,67022,430,994718,2329,5557932,1464,3777853,2413,6300972,1601,3963072
103?~10??,?x?F??,120.9876,22.98461,??,?k??,23,80263,482,1204960,2619,6779375,1594,4151068,2560,6918498,1949,4684956
103?~11??,?x?F??,120.9876,22.98461,??,?k??,25,84109,453,1268210,2459,6670897,1490,4418234,2414,6569004,1793,4717277
103?~12??,?x?F??,120.9876,22.98461,??,?k??,38,131328,749,1950757,3616,9487668,2204,6013416,3601,9706679,2620,6669456
104?~01??,?x?F??,120.9876,22.98461,??,?k??,29,107968,679,1750845,3101,8384156,2000,5645824,3133,8753641,2098,5421899
104?~02??,?x?F??,120.9876,22.98461,??,?k??,26,100815,790,2003646,3522,9183246,2199,6009118,3434,9548282,2565,6602783
104?~03??,?x?F??,120.9876,22.98461,??,?k??,22,65897,454,1244504,2356,6324847,1354,3782643,2265,5968999,1735,4272245
104?~04??,?x?F??,120.9876,22.98461,??,?k??,30,90510,510,1322570,2695,6532777,1647,4311917,2440,6410591,1963,4761944
104?~05??,?x?F??,120.9876,22.98461,??,?k??,32,80400,602,1523723,2840,6849677,1678,4162883,2675,6800121,1952,4566206
104?~06??,?x?F??,120.9876,22.98461,??,?k??,34,98466,597,1393371,2930,6532467,1707,4048790,2538,6340007,1977,4576209
104?~07??,?x?F??,120.9876,22.98461,??,?k??,29,40617,597,1400415,2807,6289729,1613,3739139,2510,6223171,1896,4342196
104?~08??,?x?F??,120.9876,22.98461,??,?k??,21,41910,612,1451714,2731,6067169,1810,4274284,2575,5845292,1872,4125770
104?~09??,?x?F??,120.9876,22.98461,??,?k??,21,46650,409,1129069,2308,5871167,1367,3710846,2196,5932883,1623,4088407
104?~10??,?x?F??,120.9876,22.98461,??,?k??,23,71382,562,1339289,2741,7064869,1647,4491518,2420,6319541,1965,4700248
104?~11??,?x?F??,120.9876,22.98461,??,?k??,19,36707,477,1183169,2597,6697422,1489,3792986,2310,6461052,1772,4542346
104?~12??,?x?F??,120.9876,22.98461,??,?k??,46,137590,666,1622852,3280,8189072,1873,4879843,2822,7552963,2297,6039127
105?~01??,?x?F??,120.9876,22.98461,??,?k??,41,105058,704,1932280,3441,8307341,2150,5934556,3106,8875950,2435,6161902
105?~02??,?x?F??,120.9876,22.98461,??,?k??,30,59692,677,1573198,3346,8628492,2046,5278960,3042,8111906,2446,6285360
105?~03??,?x?F??,120.9876,22.98461,??,?k??,24,71252,382,1085976,2015,5642290,1240,3468175,1946,5348380,1531,3929317
105?~04??,?x?F??,120.9876,22.98461,??,?k??,28,66187,629,1528218,2730,6609045,1525,3770658,2249,5958470,2015,4768553
105?~05??,?x?F??,120.9876,22.98461,??,?k??,19,45311,518,1229449,2536,6057990,1512,3835378,2326,5837750,2095,4919552
105?~06??,?x?F??,120.9876,22.98461,??,?k??,28,59530,640,1645996,2707,5929274,1602,3722998,2393,5830645,2107,4547575
105?~07??,?x?F??,120.9876,22.98461,??,?k??,35,90117,623,1318868,2615,5258381,1557,3484022,2141,4967221,1946,3916502
105?~08??,?x?F??,120.9876,22.98461,??,?k??,27,59059,549,1276193,2489,5652702,1503,3491328,2218,5326474,1870,4156550
105?~09??,?x?F??,120.9876,22.98461,??,?k??,17,28947,418,1083522,1952,4881503,1191,3295332,1723,4839900,1484,3477178
105?~10??,?x?F??,120.9876,22.98461,??,?k??,17,32126,442,983768,2203,5421715,1258,3310930,1920,5268132,1605,3834714
105?~11??,?x?F??,120.9876,22.98461,??,?k??,22,65524,499,1420389,2447,6919119,1438,4235130,2225,6456358,1750,4520282
105?~12??,?x?F??,120.9876,22.98461,??,?k??,32,106699,655,1686779,3049,7380589,1818,4790430,2773,7569042,2212,5277563
106?~01??,?x?F??,120.9876,22.98461,??,?k??,32,94015,708,1833704,3482,9050905,2083,5738331,3189,9054355,2961,8040612
106?~02??,?x?F??,120.9876,22.98461,??,?k??,20,71263,432,986886,2194,5231302,1218,2999756,1912,5063380,1894,4674611
106?~03??,?x?F??,120.9876,22.98461,??,?k??,15,50431,395,1072878,1996,5342780,1173,3142027,1924,5531215,1557,3962407
106?~04??,?x?F??,120.9876,22.98461,??,?k??,17,111924,505,1063711,2441,5534487,1437,3541610,2100,5678314,1937,4522021
106?~05??,?x?F??,120.9876,22.98461,??,?k??,39,87287,555,1436301,2617,6098926,1530,3862575,2268,5718034,2029,4733889
106?~06??,?x?F??,120.9876,22.98461,??,?k??,25,59324,464,933107,2345,5074312,1346,3183216,2026,4896547,1940,4319924
106?~07??,?x?F??,120.9876,22.98461,??,?k??,21,58135,513,1066302,2626,5614164,1481,3707600,2058,4967832,1879,4038763
106?~08??,?x?F??,120.9876,22.98461,??,?k??,32,57906,535,1320554,2563,5386690,1425,3472162,2112,5260899,1960,4206244
106?~09??,?x?F??,120.9876,22.98461,??,?k??,20,47652,404,853295,2091,5013646,1170,3070596,1868,4947783,1618,3690008
106?~10??,?x?F??,120.9876,22.98461,??,?k??,34,101722,484,1200860,2522,5923033,1315,3225349,2253,5663825,1973,4488243
106?~11??,?x?F??,120.9876,22.98461,??,?k??,26,65670,443,1188055,2271,5624958,1254,3628057,2032,6211516,1870,4808670
106?~12??,?x?F??,120.9876,22.98461,??,?k??,33,101392,638,1636949,3155,7702907,1635,4351527,2726,7271027,2501,6108007
107?~01??,?x?F??,120.9876,22.98461,??,?k??,39,100141,513,1407758,2657,6851717,1448,3874381,2448,7082185,1941,4928943
107?~02??,?x?F??,120.9876,22.98461,??,?k??,35,116516,688,1711284,3659,9094263,2044,5647127,3087,8352668,3011,7681140
107?~03??,?x?F??,120.9876,22.98461,??,?k??,17,33881,371,988680,2082,5456970,1077,3082239,1920,5041234,1604,3870662
107?~04??,?x?F??,120.9876,22.98461,??,?k??,21,57053,486,1096162,2367,5211946,1279,3215110,1959,4929792,1885,4431196
107?~05??,?x?F??,120.9876,22.98461,??,?k??,28,53121,519,1158603,2617,5758098,1410,3595456,2333,5712973,2086,4669240
103?~01??,?x?F??,120.9876,22.98461,??,?k??,49,119416,439,1067047,1043,2401897,876,2151622,1152,3104625,506,1247216
103?~02??,?x?F??,120.9876,22.98461,??,?k??,16,30133,243,550887,651,1379636,391,831151,568,1299707,295,711490
